"SCEN_NO","SCEN_NAME","NNO","STEP_TYPE","STEP_NAME","VAR_NAME","LSCHEMA_NAME","VAR_LONG_VALUE","MOD_CODE","TABLE_NAME","RES_NAME","F_CONTEXT_CODE","GLOBAL_ID","GEN_INFO","TASK_TYPE","TASK_TYPE_1","TASK_NAME1","TASK_NAME2","TASK_NAME3","EXE_CHANNEL","DEF_CONTEXT_CODE","COL_LSCHEMA_NAME","COL_TXT","DEF_TXT"
587,"CAPC_LOAD_XACTLY_DATA",37,"M","ORA Transform Xactly STG1","","ORA_HYPGL","","ORA_HYPGL","T_CAPC_XACTLY_STG1","T_CAPC_XACTLY_STG1","","673c0d12-7c0c-4333-93de-286e27ef8903","<map-generation-info>
   <node name=""T_CAPC_XACTLY_STG1"" type=""IKM"" km=""IKM SQL Control Append - FTI - SELECTIVE DELETE.Hyperion_Optimization"">
      <option name=""DELETE_CLAUSE"" value=""ebs_period = '#EBS_PERIOD'&#xa;AND data_source_type = '#CAPC_DATA_SOURCE_TYPE'"" default=""false""/>
      <option name=""DELETE_SELECTIVE"" value=""true"" default=""true""/>
      <option name=""INSERT"" value=""true"" default=""true""/>
      <option name=""COMMIT"" value=""true"" default=""true""/>
      <option name=""FLOW_CONTROL"" value=""true"" default=""true""/>
      <option name=""RECYCLE_ERRORS"" value=""false"" default=""true""/>
      <option name=""STATIC_CONTROL"" value=""false"" default=""true""/>
      <option name=""TRUNCATE"" value=""false"" default=""true""/>
      <option name=""CREATE_TARG_TABLE"" value=""false"" default=""true""/>
      <option name=""DELETE_TEMPORARY_OBJECTS"" value=""true"" default=""true""/>
      <option name=""WRITE_TO_FILE"" value=""false"" default=""true""/>
   </node>
   <node name=""T_CAPC_XACTLY_STG1"" type=""CKM"" km=""CKM Oracle - FTI - Exclude Errors.Hyperion_Optimization"">
      <option name=""EXCLUSION_FILTER"" value=""NVL( T_CAPC_XACTLY_STG1.EG_CAPITAL_EXPENSE , 'unmapped') != '2' /* value has been hardcoded because CKM Option does not allow the use of variables like #CAPC_EG_EXP */"" default=""false""/>
      <option name=""DROP_ERROR_TABLE"" value=""true"" default=""false""/>
      <option name=""DROP_CHECK_TABLE"" value=""false"" default=""true""/>
      <option name=""CREATE_ERROR_INDEX"" value=""true"" default=""true""/>
      <option name=""COMPATIBLE"" value=""9"" default=""true""/>
      <option name=""VALIDATE"" value=""false"" default=""true""/>
      <option name=""ENABLE_EDITION_SUPPORT"" value=""false"" default=""true""/>
      <option name=""UPGRADE_ERROR_TABLE"" value=""false"" default=""true""/>
   </node>
   <node name=""FILTER"" type=""XKM"" km=""XKM SQL Filter.GLOBAL""/>
   <node name=""JOIN4"" type=""XKM"" km=""XKM SQL Join.GLOBAL""/>
   <node name=""JOIN"" type=""XKM"" km=""XKM SQL Join.GLOBAL""/>
   <node name=""JOIN1"" type=""XKM"" km=""XKM SQL Join.GLOBAL""/>
   <node name=""T_CAPC_XACTLY_INBOUND"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <node name=""JOIN2"" type=""XKM"" km=""XKM SQL Join.GLOBAL""/>
   <node name=""JOIN3"" type=""XKM"" km=""XKM SQL Join.GLOBAL""/>
   <node name=""T_CAPC_XACTLY_TITLE_TO_ROLE"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <node name=""T_CAPC_SUBCLOUD_TO_EG"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <node name=""DRIVER_ROLE_CATCHUP"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <node name=""DRIVER_ROLE_POOLED"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <node name=""DRIVER_EG_CAP_VS_EXP"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <node name=""JOIN5"" type=""XKM"" km=""XKM SQL Join.GLOBAL""/>
   <node name=""T_CAPC_ORG62CODE_TO_EG"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <node name=""JOIN6"" type=""XKM"" km=""XKM SQL Join.GLOBAL""/>
   <node name=""T_CAPC_EXCEPTION_EG"" type=""XKM"" km=""XKM Oracle Extract.GLOBAL"">
      <option name=""CUSTOM_TEMPLATE"" value="" "" default=""true""/>
      <option name=""SELECT_HINT"" value="" "" default=""true""/>
   </node>
   <target name=""T_CAPC_XACTLY_STG1"" resource=""T_CAPC_XACTLY_STG1"" model=""ORA_HYPGL"" logicalSchema=""ORA_HYPGL"" forcedContext=""""/>
</map-generation-info>","J","J","insert Not Null errors","CKM Oracle - FTI - Exclude Errors","","J","","ORA_HYPGL","","insert into <?= odiRef.getObjectName(""L"", ""%ERR_PRFT_CAPC_XACTLY_STG1"", ""W"") ?>
(
	ODI_PK,
	ODI_SESS_NO,
	ODI_ROW_ID,
	ODI_ERR_TYPE,
	ODI_ERR_MESS,
	ODI_CHECK_DATE,
	ODI_ORIGIN,
	ODI_CONS_NAME,
	ODI_CONS_TYPE,
	ORDER_CODE,
	ORDER_ITEM_ID,
	CEO_NUMBER,
	ACCOUNT_NUMBER,
	CUSTOMER_NAME,
	CONTRACT_NUMBER,
	ORDER_TYPE,
	BATCH_NAME,
	CONTRACT_START_DATE,
	ORDER_END_DATE,
	ORDER_START_DATE,
	BUSINESS_GROUP_CURRENCY,
	PAYMENT_CURRENCY,
	PAYMENT_EX_RATE,
	COMMISSION_AMOUNT_INPUT,
	COMMISSION_AMOUNT,
	COMMISSION_PERIOD,
	BUSINESS_GROUP,
	DEPARTMENT_NUMBER,
	PARTICIPANT_NAME,
	SFDC_EMPLOYEE_ID,
	POSITION_NAME,
	EARNING_GROUP_INPUT,
	MAN_CALC_REASON_CODE,
	EARNING_GROUP,
	ROLE_INPUT,
	ROLE,
	COMMISSION_CURRENCY,
	EG_CAPITAL_EXPENSE,
	ROLE_POOLED,
	ROLE_CATCHUP_MONTHS,
	PPP_CATCHUP_MONTHS,
	AMORT_START_PERIOD,
	COMMISSION_AMOUNT_ORGINAL,
	EXPENSE_COMMISSION,
	SUBCLOUD,
	ORG62CODE,
	PROCESS_ID,
	EBS_PERIOD,
	SCENARIO,
	DATA_SOURCE_TYPE,
	DATA_SOURCE_ID,
	RUN_DATE,
	ROW_NUMBER
)
select
	SYS_GUID(),
	<?=odiRef.getSession(""SESS_NO"") ?>, 
	rowid,
	'F', 
	'ODI-15066: The column DATA_SOURCE_ID cannot be null.',
	sysdate,
	'(25)Hyperion_Optimization.ORA Transform Xactly STG1',
	'DATA_SOURCE_ID',
	'NN',	
	ORDER_CODE,
	ORDER_ITEM_ID,
	CEO_NUMBER,
	ACCOUNT_NUMBER,
	CUSTOMER_NAME,
	CONTRACT_NUMBER,
	ORDER_TYPE,
	BATCH_NAME,
	CONTRACT_START_DATE,
	ORDER_END_DATE,
	ORDER_START_DATE,
	BUSINESS_GROUP_CURRENCY,
	PAYMENT_CURRENCY,
	PAYMENT_EX_RATE,
	COMMISSION_AMOUNT_INPUT,
	COMMISSION_AMOUNT,
	COMMISSION_PERIOD,
	BUSINESS_GROUP,
	DEPARTMENT_NUMBER,
	PARTICIPANT_NAME,
	SFDC_EMPLOYEE_ID,
	POSITION_NAME,
	EARNING_GROUP_INPUT,
	MAN_CALC_REASON_CODE,
	EARNING_GROUP,
	ROLE_INPUT,
	ROLE,
	COMMISSION_CURRENCY,
	EG_CAPITAL_EXPENSE,
	ROLE_POOLED,
	ROLE_CATCHUP_MONTHS,
	PPP_CATCHUP_MONTHS,
	AMORT_START_PERIOD,
	COMMISSION_AMOUNT_ORGINAL,
	EXPENSE_COMMISSION,
	SUBCLOUD,
	ORG62CODE,
	PROCESS_ID,
	EBS_PERIOD,
	SCENARIO,
	DATA_SOURCE_TYPE,
	DATA_SOURCE_ID,
	RUN_DATE,
	ROW_NUMBER
from	<?= odiRef.getObjectName(""L"", ""%INT_PRFT_CAPC_XACTLY_STG1"", ""W"") ?>
where	DATA_SOURCE_ID is null
  "
587,"CAPC_LOAD_XACTLY_DATA",38,"T","Check Transfer to STG1","","","","","","","","375408b7-326a-4a1c-892c-c6e48dd77d2f","","S","S","Procedure","Check Processed Records","Capture Validation Detail","J","","ORA_EBS_SFDC_CAPCOM","","BEGIN

INSERT INTO T_CAPC_AUDITS (DATA_SOURCE_TYPE, DATA_SOURCE_ID, SCENARIO, GL_PERIOD, ODI_PROCESS_ID, PAYMENT_CURRENCY, PROCESS_STEP, EXPENSE_RECORDS, CAPITALIZED_RECORDS)
SELECT data_source_type, data_source_id, scenario, ebs_period gl_period, '#HYPERION_OPTIMIZATION.CAPC_PROCESS_ID' process_id, 'lines' payment_currency, '3 - ORA STG1 Exp' process_step
/*SUM(Decode(eg_capital_expense, #HYPERION_OPTIMIZATION.CAPC_EG_EXP, 1, 0)) EXPENSE_RECORDS,*/
,null EXPENSE_RECORDS, null CAPITALIZED_RECORDS
FROM t_capc_xactly_stg1
WHERE ebs_period = '#HYPERION_OPTIMIZATION.EBS_PERIOD'
AND data_source_type = '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE'
GROUP BY data_source_type, data_source_id, scenario, ebs_period;

INSERT INTO T_CAPC_AUDITS (DATA_SOURCE_TYPE, DATA_SOURCE_ID, SCENARIO, GL_PERIOD, ODI_PROCESS_ID, PAYMENT_CURRENCY, PROCESS_STEP, EXPENSE_RECORDS, CAPITALIZED_RECORDS)
SELECT data_source_type, data_source_id, scenario, ebs_period gl_period, '#HYPERION_OPTIMIZATION.CAPC_PROCESS_ID' process_id, SubStr(payment_currency, -3) payment_currency, '3 - ORA STG1 Exp' process_step
/*, SUM(EXPENSE_COMMISSION) EXPENSE_RECORDS, null CAPITALIZED_RECORDS*/
,null EXPENSE_RECORDS, null CAPITALIZED_RECORDS
FROM t_capc_xactly_stg1
WHERE ebs_period = '#HYPERION_OPTIMIZATION.EBS_PERIOD'
AND data_source_type = '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE'
GROUP BY data_source_type, data_source_id, scenario, ebs_period, SubStr(payment_currency, -3);

INSERT INTO T_CAPC_AUDITS (DATA_SOURCE_TYPE, DATA_SOURCE_ID, SCENARIO, GL_PERIOD, ODI_PROCESS_ID, PAYMENT_CURRENCY, PROCESS_STEP, ERROR_RECORDS, WARNING_RECORDS)
SELECT data_source_type, data_source_id, scenario, ebs_period gl_period, '#HYPERION_OPTIMIZATION.CAPC_PROCESS_ID' process_id, 'lines' payment_currency, '4 - ORA STG1 Error' process_step
, Count(Distinct odi_row_id) ERROR_RECORDS, null WARNING_RECORDS
FROM e$_t_capc_xactly_stg1
WHERE ebs_period = '#HYPERION_OPTIMIZATION.EBS_PERIOD'
AND data_source_type = '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE'
GROUP BY data_source_type, data_source_id, scenario, ebs_period;

INSERT INTO T_CAPC_AUDITS (DATA_SOURCE_TYPE, DATA_SOURCE_ID, SCENARIO, GL_PERIOD, ODI_PROCESS_ID, PAYMENT_CURRENCY, PROCESS_STEP, ERROR_RECORDS, WARNING_RECORDS)
SELECT data_source_type, data_source_id, scenario, ebs_period gl_period, '#HYPERION_OPTIMIZATION.CAPC_PROCESS_ID' process_id, payment_currency, '4 - ORA STG1 Error' process_step
, Sum(commission_amount_orginal) ERROR_RECORDS, null WARNING_RECORDS FROM (
  SELECT DISTINCT odi_row_id, data_source_type, data_source_id, scenario, ebs_period, SubStr(payment_currency, -3) payment_currency, commission_amount_orginal 
  FROM e$_t_capc_xactly_stg1
  WHERE ebs_period = '#HYPERION_OPTIMIZATION.EBS_PERIOD'
  AND data_source_type = '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE'
) GROUP BY data_source_type, data_source_id, scenario, ebs_period, payment_currency;

EXCEPTION
    WHEN OTHERS THEN
        INSERT INTO t_capc_audits (gl_period, odi_process_id, data_source_type, scenario, status)
        VALUES ('#HYPERION_OPTIMIZATION.EBS_PERIOD', #HYPERION_OPTIMIZATION.CAPC_PROCESS_ID, '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE', '#HYPERION_OPTIMIZATION.SCENARIO', '2 - ERROR: Validation Report is Invalid');

END;"
587,"CAPC_LOAD_XACTLY_DATA",38,"T","Check Transfer to STG1","","","","","","","","375408b7-326a-4a1c-892c-c6e48dd77d2f","","S","S","Procedure","Check Processed Records","Write Information to Audit File","B","","","","
blnCompleted = False
try:
	objAuditFile = None # need to create variable, needed below in case of failure to open
	objAuditFile = open( '#HYPERION_OPTIMIZATION.CAPCOMM_AUDIT_FILE' , 'a' )
	objAuditFile.write(""Step: <?=odiRef.getPrevStepLog(""STEP_NAME"") ?>\n"")
	objAuditFile.write(""* StartTime: <?=odiRef.getPrevStepLog(""BEGIN"") ?>\n"")
	objAuditFile.write(""* EndTime: <?=odiRef.getPrevStepLog(""End"") ?>\n"")
	objAuditFile.write(""Number of Inserts: "" + str(<?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?>) + ""\n"")


	objAuditFile.write(""Number of Errors: "" + str(<?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?>) + ""\n"")
	objAuditFile.write(""\n"")
	objAuditFile.write(""-   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -\n"")
	blnCompleted = True
finally:
	if not objAuditFile is None:
		objAuditFile.close()
	if not blnCompleted:
		raise Exception( ""\n\nError encountered with Audit file: #HYPERION_OPTIMIZATION.CAPCOMM_AUDIT_FILE\n"" )

"
587,"CAPC_LOAD_XACTLY_DATA",38,"T","Check Transfer to STG1","","","","","","","","375408b7-326a-4a1c-892c-c6e48dd77d2f","","S","S","Procedure","Check Processed Records","Check for Inserted Records","B","","","","if <?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?> > 0:
	print( ""Number of Inserts: "" + str(<?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?>) )
else:
	raise Exception(
		""ERROR: Number of Inserts: "" + str(<?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?>)
		+ ""\n\t(expected Number of Inserts > 0)"")"
587,"CAPC_LOAD_XACTLY_DATA",38,"T","Check Transfer to STG1","","","","","","","","375408b7-326a-4a1c-892c-c6e48dd77d2f","","S","S","Procedure","Check Processed Records","Check for Error Records","B","","","","if <?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?> == 0:
	print( ""Number of Errors: "" + str(<?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?>) )
else:
	raise Exception(
		""ERROR: Number of Errors: "" + str(<?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?>)
		+ ""\n\t(expected Number of Errors == 0)"")"
587,"CAPC_LOAD_XACTLY_DATA",38,"T","Check Transfer to STG1","","","","","","","","375408b7-326a-4a1c-892c-c6e48dd77d2f","","S","S","Procedure","Check Processed Records","Set Stats","B","","","","odiRef.setNbInsert( <?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?> )
odiRef.setNbDelete( <?=odiRef.getPrevStepLog(""DELETE_COUNT"") ?> )
odiRef.setNbDelete( <?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?> )
odiRef.setNbErrors( <?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?> )
odiRef.setNbRows( <?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?> + <?=odiRef.getPrevStepLog(""DELETE_COUNT"") ?> + <?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?> + <?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?> )"
587,"CAPC_LOAD_XACTLY_DATA",39,"T","Enhance Xactly STG1 Data","","","","","","","","ba68fa02-6025-4d13-abdd-f5d3fe17589b","","S","S","Procedure","Enhance Xactly STG1 Data","Derive Amort_Start_Period and Total_Catchup_Months","J","","","","UPDATE t_capc_xactly_stg1
SET amort_start_period = NVL( amort_start_period , CASE
    WHEN role_pooled = #HYPERION_OPTIMIZATION.CAPC_ROLE_POOLED /* Pooled */
    THEN TO_CHAR( Add_Months( '01-' || '#HYPERION_OPTIMIZATION.EBS_PERIOD' , 1 - ( ROLE_CATCHUP_MONTHS + PPP_CATCHUP_MONTHS ) ) , 'MON-yy' )
    WHEN role_pooled = #HYPERION_OPTIMIZATION.CAPC_ROLE_NON_POOLED /* Non-Pooled */
    THEN TO_CHAR( TO_DATE( ORDER_START_DATE  , 'dd-MON-yy' ) , 'MON-yy' )
  END )
, total_catchup_months = NVL( total_catchup_months , CASE
    WHEN role_pooled = #HYPERION_OPTIMIZATION.CAPC_ROLE_POOLED /* Pooled */
    THEN role_catchup_months + ppp_catchup_months
    WHEN role_pooled = #HYPERION_OPTIMIZATION.CAPC_ROLE_NON_POOLED /* Non-Pooled */
    THEN 1 + (
        Ceil(
            MONTHS_BETWEEN(
                TO_DATE( '01-#HYPERION_OPTIMIZATION.EBS_PERIOD' , 'dd-MON-yy' )
                , TO_DATE( order_start_date  , 'dd-MON-yy' ) )
        ) - CASE
            WHEN TO_CHAR( TO_DATE( order_start_date  , 'dd-MON-yy' ) , 'dd' ) * 1 > 15 
            THEN 0.5
            ELSE 0
        END )
    END )
WHERE ebs_period = '#HYPERION_OPTIMIZATION.EBS_PERIOD'
AND data_source_type = '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE'
"
587,"CAPC_LOAD_XACTLY_DATA",39,"T","Enhance Xactly STG1 Data","","","","","","","","ba68fa02-6025-4d13-abdd-f5d3fe17589b","","S","S","Procedure","Enhance Xactly STG1 Data","Update CR30 - Handle Missing and Old Dates","J","","","","UPDATE t_capc_xactly_stg1
SET total_catchup_months = 2
, amort_start_period = '#HYPERION_OPTIMIZATION.CAPC_COMMISSION_PERIOD'
WHERE role_pooled = #HYPERION_OPTIMIZATION.CAPC_ROLE_NON_POOLED /* Non-Pooled */
AND ebs_period = '#HYPERION_OPTIMIZATION.EBS_PERIOD'
AND data_source_type = '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE'
/* Order Start Date is Missing or Older than 4 years */
AND TO_DATE( NVL( order_start_date , '01-JAN-10' ) , 'dd-MON-yy' ) < ADD_MONTHS( TO_DATE( '01-#HYPERION_OPTIMIZATION.EBS_PERIOD' , 'dd-MON-yy' ) , -48 )"
587,"CAPC_LOAD_XACTLY_DATA",40,"T","Check Enhanced Data in STG1","","","","","","","","8daa1679-dbec-4539-a5f4-a9079d496c1e","","S","S","Procedure","Check Processed Records","Capture Validation Detail","J","","ORA_EBS_SFDC_CAPCOM","","BEGIN

DELETE FROM t_capc_audits WHERE 1=0;

EXCEPTION
    WHEN OTHERS THEN
        INSERT INTO t_capc_audits (gl_period, odi_process_id, data_source_type, scenario, status)
        VALUES ('#HYPERION_OPTIMIZATION.EBS_PERIOD', #HYPERION_OPTIMIZATION.CAPC_PROCESS_ID, '#HYPERION_OPTIMIZATION.CAPC_DATA_SOURCE_TYPE', '#HYPERION_OPTIMIZATION.SCENARIO', '2 - ERROR: Validation Report is Invalid');

END;"
587,"CAPC_LOAD_XACTLY_DATA",40,"T","Check Enhanced Data in STG1","","","","","","","","8daa1679-dbec-4539-a5f4-a9079d496c1e","","S","S","Procedure","Check Processed Records","Check for Inserted Records","B","","","","if <?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?> == 0:
	print( ""Number of Inserts: "" + str(<?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?>) )
else:
	raise Exception(
		""ERROR: Number of Inserts: "" + str(<?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?>)
		+ ""\n\t(expected Number of Inserts == 0)"")"
587,"CAPC_LOAD_XACTLY_DATA",40,"T","Check Enhanced Data in STG1","","","","","","","","8daa1679-dbec-4539-a5f4-a9079d496c1e","","S","S","Procedure","Check Processed Records","Check for Error Records","B","","","","if <?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?> == 0:
	print( ""Number of Errors: "" + str(<?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?>) )
else:
	raise Exception(
		""ERROR: Number of Errors: "" + str(<?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?>)
		+ ""\n\t(expected Number of Errors == 0)"")"
587,"CAPC_LOAD_XACTLY_DATA",40,"T","Check Enhanced Data in STG1","","","","","","","","8daa1679-dbec-4539-a5f4-a9079d496c1e","","S","S","Procedure","Check Processed Records","Check for Updated Records","B","","","","if <?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?> > 0:
	print( ""Number of Updates: "" + str(<?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?>) )
else:
	raise Exception(
		""ERROR: Number of Updates: "" + str(<?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?>)
		+ ""\n\t(expected Number of Updates > 0)"")"
587,"CAPC_LOAD_XACTLY_DATA",40,"T","Check Enhanced Data in STG1","","","","","","","","8daa1679-dbec-4539-a5f4-a9079d496c1e","","S","S","Procedure","Check Processed Records","Set Stats","B","","","","odiRef.setNbInsert( <?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?> )
odiRef.setNbDelete( <?=odiRef.getPrevStepLog(""DELETE_COUNT"") ?> )
odiRef.setNbDelete( <?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?> )
odiRef.setNbErrors( <?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?> )
odiRef.setNbRows( <?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?> + <?=odiRef.getPrevStepLog(""DELETE_COUNT"") ?> + <?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?> + <?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?> )"
587,"CAPC_LOAD_XACTLY_DATA",40,"T","Check Enhanced Data in STG1","","","","","","","","8daa1679-dbec-4539-a5f4-a9079d496c1e","","S","S","Procedure","Check Processed Records","Write Information to Audit File","B","","","","
blnCompleted = False
try:
	objAuditFile = None # need to create variable, needed below in case of failure to open
	objAuditFile = open( '#HYPERION_OPTIMIZATION.CAPCOMM_AUDIT_FILE' , 'a' )
	objAuditFile.write(""Step: <?=odiRef.getPrevStepLog(""STEP_NAME"") ?>\n"")
	objAuditFile.write(""* StartTime: <?=odiRef.getPrevStepLog(""BEGIN"") ?>\n"")
	objAuditFile.write(""* EndTime: <?=odiRef.getPrevStepLog(""End"") ?>\n"")
	objAuditFile.write(""Number of Inserts: "" + str(<?=odiRef.getPrevStepLog(""INSERT_COUNT"") ?>) + ""\n"")

	objAuditFile.write(""Number of Updates: "" + str(<?=odiRef.getPrevStepLog(""UPDATE_COUNT"") ?>) + ""\n"")


	objAuditFile.write(""Number of Errors: "" + str(<?=odiRef.getPrevStepLog(""ERROR_COUNT"") ?>) + ""\n"")
	objAuditFile.write(""\n"")
	objAuditFile.write(""-   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -\n"")
	blnCompleted = True
finally:
	if not objAuditFile is None:
		objAuditFile.close()
	if not blnCompleted:
		raise Exception( ""\n\nError encountered with Audit file: #HYPERION_OPTIMIZATION.CAPCOMM_AUDIT_FILE\n"" )

"
